Orthogroup	Athaliana_Araport11	Knitens_v1.1	Mpolymorpha_v6	Pmargaritaceum_v1	Ppatens_v3.3
OG0057464			Mp7g13700		
OG0057465			Mp7g14040		
OG0057466			Mp7g13880		
OG0057467			Mp7g14120		
OG0057468			Mp7g14130		
OG0057469			Mp7g14190		
OG0057470			Mp7g14110		
OG0057471			Mp7g14340		
OG0057472			Mp7g14180		
OG0057473			Mp7g14530		
OG0057474			Mp7g14490		
OG0057475			Mp7g14480		
OG0057476			Mp7g14060		
OG0057477			Mp7g14330		
OG0057478			Mp7g14620		
OG0057479			Mp7g14630		
OG0057480			Mp7g14410		
OG0057481			Mp7g14710		
OG0057482			Mp7g14580		
OG0057483			Mp7g14710		
OG0057484			Mp7g14680		
OG0057485			Mp7g14790		
OG0057486			Mp7g14240		
OG0057487			Mp7g14630		
OG0057488			Mp7g14970		
OG0057489			Mp7g14720		
OG0057490			Mp7g14980		
OG0057491			Mp7g14920		
OG0057492			Mp7g15070		
OG0057493			Mp7g15160		
OG0057494			Mp7g15210		
OG0057495			Mp7g15190		
OG0057496			Mp7g14990		
OG0057497			Mp7g15310		
OG0057498			Mp7g15080		
OG0057499			Mp7g14780		
OG0057500			Mp7g15320		
OG0057501			Mp7g15170		
OG0057502			Mp7g15420		
OG0057503			Mp7g15360		
OG0057504			Mp7g15480		
OG0057505			Mp7g15580		
OG0057506			Mp7g15470		
OG0057507			Mp8g12130		
OG0057508			Mp7g15550		
OG0057509			Mp8g12110		
OG0057510			Mp8g11980		
OG0057511			Mp8g12100		
OG0057512			Mp8g12030		
OG0057513			Mp8g11820		
OG0057514			Mp8g11880		
OG0057515			Mp8g11860		
OG0057516			Mp8g11840		
OG0057517			Mp8g11680		
OG0057518			Mp8g11700		
OG0057519			Mp8g11740		
OG0057520			Mp8g11630		
OG0057521			Mp8g11650		
OG0057522			Mp8g11590		
OG0057523			Mp8g11610		
OG0057524			Mp8g11580		
OG0057525			Mp8g11520		
OG0057526			Mp8g11460		
OG0057527			Mp8g11580		
OG0057528			Mp8g11480		
OG0057529			Mp8g11640		
OG0057530			Mp8g11620		
OG0057531			Mp8g11470		
OG0057532			Mpzg01270		
OG0057533			Mp8g11990		
OG0057534			Mp8g11370		
OG0057535			Mp8g11210		
OG0057536			Mp8g11170		
OG0057537			Mp8g11260		
OG0057538			Mp8g11130		
OG0057539			Mp8g11080		
OG0057540			Mp8g11180		
OG0057541			Mp8g11060		
OG0057542			Mp8g11160		
OG0057543			Mp8g11010		
OG0057544			Mp8g10970		
OG0057545			Mp8g11090		
OG0057546			Mp8g10960		
OG0057547			Mp8g11070		
OG0057548			Mp8g11600		
OG0057549			Mp8g11010		
OG0057550			Mp8g10950		
OG0057551			Mp8g10920		
OG0057552			Mp8g11000		
OG0057553			Mp8g10840		
OG0057554			Mp8g10910		
OG0057555			Mp8g10850		
OG0057556			Mp8g10730		
OG0057557			Mp8g10740		
OG0057558			Mp8g10610		
OG0057559			Mp8g10720		
OG0057560			Mp8g10710		
OG0057561			Mp8g10600		
OG0057562			Mp8g10590		
OG0057563			Mp8g10520		
OG0057564			Mp8g10510		
OG0057565			Mp8g10360		
OG0057566			Mp2g16040		
OG0057567			Mp8g10410		
OG0057568			Mp8g10470		
OG0057569			Mp8g10210		
OG0057570			Mp8g10490		
OG0057571			Mp8g10980		
OG0057572			Mp8g10390		
OG0057573			Mp8g10080		
OG0057574			Mp8g10070		
OG0057575			Mp8g10220		
OG0057576			Mp8g10010		
OG0057577			Mp8g10890		
OG0057578			Mp8g10020		
OG0057579			Mp8g10810		
OG0057580			Mp8g10200		
OG0057581			Mp8g09950		
OG0057582			Mp8g09920		
OG0057583			Mp8g09980		
OG0057584			Mp8g09940		
OG0057585			Mp8g09930		
OG0057586			Mp8g09660		
OG0057587			Mp8g09890		
OG0057588			Mp8g09780		
OG0057589			Mp8g09640		
OG0057590			Mpzg00500		
OG0057591			Mp8g09690		
OG0057592			Mp8g09580		
OG0057593			Mp8g10250		
OG0057594			Mp8g09550		
OG0057595			Mp8g09620		
OG0057596			Mp8g09540		
OG0057597			Mp8g10150		
OG0057598			Mp8g09560		
OG0057599			Mp3g00040		
OG0057600			Mp8g10000		
OG0057601			Mp3g00110		
OG0057602			Mp3g00270		
OG0057603			Mp3g00240		
OG0057604			Mp3g00380		
OG0057605			Mp3g00300		
OG0057606			Mp8g09790		
OG0057607			Mp3g00440		
OG0057608			Mp3g00310		
OG0057609			Mp3g00480		
OG0057610			Mp3g00470		
OG0057611			Mp8g09700		
OG0057612			Mp3g00580		
OG0057613			Mp3g00290		
OG0057614			Mp3g00630		
OG0057615			Mp3g00680		
OG0057616			Mp8g09570		
OG0057617			Mp3g00610		
OG0057618			Mp3g00780		
OG0057619			Mp3g00770		
OG0057620			Mp3g00850		
OG0057621			Mp3g00890		
OG0057622			Mp3g01010		
OG0057623			Mp3g00340		
OG0057624			Mp3g00990		
OG0057625			Mp3g01140		
OG0057626			Mp3g01180		
OG0057627			Mp3g01220		
OG0057628			Mp3g01200		
OG0057629			Mp3g01290		
OG0057630			Mp3g01310		
OG0057631			Mp3g01130		
OG0057632			Mp3g01390		
OG0057633			Mp3g01240		
OG0057634			Mp3g01480		
OG0057635			Mp3g01490		
OG0057636			Mp3g00980		
OG0057637			Mp3g01560		
OG0057638			Mp3g01520		
OG0057639			Mp3g01530		
OG0057640			Mp3g01550		
OG0057641			Mp3g01660		
OG0057642			Mp3g01770		
OG0057643			Mp3g01820		
OG0057644			Mp3g01750		
OG0057645			Mp3g01720		
OG0057646			Mp3g01870		
OG0057647			Mp3g01190		
OG0057648			Mp3g02000		
OG0057649			Mp3g01980		
OG0057650			Mp3g02180		
OG0057651			Mp3g02290		
OG0057652			Mp3g02260		
OG0057653			Mp3g02340		
OG0057654			Mp3g02350		
OG0057655			Mp3g01810		
OG0057656			Mp3g02420		
OG0057657			Mp3g02480		
OG0057658			Mp3g02470		
OG0057659			Mp3g02540		
OG0057660			Mp3g02510		
OG0057661			Mp3g02580		
OG0057662			Mp3g02430		
OG0057663			Mp3g02550		
OG0057664			Mp3g02560		
OG0057665			Mp3g02640		
OG0057666			Mp3g02680		
OG0057667			Mp3g02520		
OG0057668			Mp3g02590		
OG0057669			Mp3g02660		
OG0057670			Mp3g02710		
OG0057671			Mp3g02740		
OG0057672			Mp3g02690		
OG0057673			Mp3g02800		
OG0057674			Mp3g02840		
OG0057675			Mp3g02170		
OG0057676			Mp3g03020		
OG0057677			Mp3g02210		
OG0057678			Mp3g05290		
OG0057679			Mp3g02310		
OG0057680			Mp3g05280		
OG0057681			Mp3g03090		
OG0057682			Mp3g05340		
OG0057683			Mp3g02410		
OG0057684			Mp3g05420		
OG0057685			Mp3g03040		
OG0057686			Mp3g02500		
OG0057687			Mp3g05410		
OG0057688			Mp3g05450		
OG0057689			Mp3g05400		
OG0057690			Mp3g05470		
OG0057691			Mp3g05540		
OG0057692			Mp3g05570		
OG0057693			Mp3g05530		
OG0057694			Mp3g02700		
OG0057695			Mp3g05510		
OG0057696			Mp3g05460		
OG0057697			Mp3g05680		
OG0057698			Mp3g05630		
OG0057699			Mp3g05620		
OG0057700			Mp3g05660		
OG0057701			Mp3g05690		
OG0057702			Mp3g05760		
OG0057703			Mp3g05880		
OG0057704			Mp3g05890		
OG0057705			Mp3g05900		
OG0057706			Mp3g06000		
OG0057707			Mp3g05930		
OG0057708			Mp3g05920		
OG0057709			Mp3g06010		
OG0057710			Mp3g06180		
OG0057711			Mp3g05440		
OG0057712			Mp3g06210		
OG0057713			Mp3g06200		
OG0057714			Mp3g06070		
OG0057715			Mp3g05700		
OG0057716			Mp3g06350		
OG0057717			Mp3g06340		
OG0057718			Mp3g06520		
OG0057719			Mp3g06460		
OG0057720			Mp3g06450		
OG0057721			Mp3g06580		
OG0057722			Mp3g06560		
OG0057723			Mp3g06530		
OG0057724			Mp3g06600		
OG0057725			Mp3g05950		
OG0057726			Mp3g06690		
OG0057727			Mp3g06720		
OG0057728			Mp3g06710		
OG0057729			Mp3g06300		
OG0057730			Mp3g06670		
OG0057731			Mp3g06140		
OG0057732			Mp3g06910		
OG0057733			Mp3g06740		
OG0057734			Mp3g06750		
OG0057735			Mp3g06890		
OG0057736			Mp3g06500		
OG0057737			Mp3g06820		
OG0057738			Mp3g06590		
OG0057739			Mp3g06920		
OG0057740			Mp3g06830		
OG0057741			Mp3g06380		
OG0057742			Mp3g06950		
OG0057743			Mp3g06980		
OG0057744			Mp3g06970		
OG0057745			Mp3g06790		
OG0057746			Mp3g07110		
OG0057747			Mp3g06990		
OG0057748			Mp3g07070		
OG0057749			Mp3g07220		
OG0057750			Mp3g07240		
OG0057751			Mp3g07300		
OG0057752			Mp3g07290		
OG0057753			Mp3g07310		
OG0057754			Mp3g07340		
OG0057755			Mp3g07320		
OG0057756			Mp3g07270		
OG0057757			Mp3g07390		
OG0057758			Mp3g07330		
OG0057759			Mp3g07250		
OG0057760			Mp3g07400		
OG0057761			Mp3g07410		
OG0057762			Mp3g07280		
OG0057763			Mp3g07500		
OG0057764			Mp3g07670		
OG0057765			Mp3g07550		
OG0057766			Mp3g07720		
OG0057767			Mp3g07490		
OG0057768			Mp3g07740		
OG0057769			Mp3g07680		
OG0057770			Mp3g07260		
OG0057771			Mp3g07900		
OG0057772			Mp3g08000		
OG0057773			Mp3g08050		
OG0057774			Mp3g07990		
OG0057775			Mp3g08130		
OG0057776			Mp3g07570		
OG0057777			Mp3g08110		
OG0057778			Mp3g08180		
OG0057779			Mp3g08290		
OG0057780			Mp3g08310		
OG0057781			Mp1g06050		
OG0057782			Mp3g08260		
OG0057783			Mp1g06060		
OG0057784			Mp3g08360		
OG0057785			Mp1g05990		
OG0057786			Mp1g05850		
OG0057787			Mp1g05780		
OG0057788			Mp1g05840		
OG0057789			Mp1g05700		
OG0057790			Mp1g05770		
OG0057791			Mp1g05760		
OG0057792			Mp1g05610		
OG0057793			Mp1g05490		
OG0057794			Mp1g05310		
OG0057795			Mp1g05210		
OG0057796			Mp1g05600		
OG0057797			Mp1g05100		
OG0057798			Mp1g05230		
OG0057799			Mp1g05050		
OG0057800			Mp1g05200		
OG0057801			Mp1g04950		
OG0057802			Mp1g04900		
OG0057803			Mp1g05020		
OG0057804			Mp1g04930		
OG0057805			Mp1g04770		
OG0057806			Mp1g04910		
OG0057807			Mp1g04690		
OG0057808			Mp1g04720		
OG0057809			Mp1g04620		
OG0057810			Mp1g05260		
OG0057811			Mp1g05150		
OG0057812			Mp1g04470		
OG0057813			Mp1g04990		
OG0057814			Mp1g04440		
OG0057815			Mp1g04310		
OG0057816			Mp1g04180		
OG0057817			Mp1g04710		
OG0057818			Mp1g04610		
OG0057819			Mp1g04090		
OG0057820			Mp1g03890		
OG0057821			Mp1g04080		
OG0057822			Mp1g03960		
OG0057823			Mp1g04110		
OG0057824			Mp1g03940		
OG0057825			Mp1g03840		
OG0057826			Mp1g03770		
OG0057827			Mp1g03780		
OG0057828			Mp1g03690		
OG0057829			Mp1g03740		
OG0057830			Mp1g03760		
OG0057831			Mp1g03660		
OG0057832			Mp1g03550		
OG0057833			Mp1g03670		
OG0057834			Mp1g03450		
OG0057835			Mp1g03500		
OG0057836			Mp1g03390		
OG0057837			Mp1g03240		
OG0057838			Mp1g03190		
OG0057839			Mp3g16630		
OG0057840			Mp1g03250		
OG0057841			Mp1g03150		
OG0057842			Mp3g16590		
OG0057843			Mp3g16520		
OG0057844			Mp1g03440		
OG0057845			Mp3g16600		
OG0057846			Mp3g16440		
OG0057847			Mp3g16430		
OG0057848			Mp3g16490		
OG0057849			Mp3g16450		
OG0057850			Mp3g16390		
OG0057851			Mp3g16320		
OG0057852			Mp1g03230		
OG0057853			Mp3g16280		
OG0057854			Mp3g16230		
OG0057855			Mp3g16300		
OG0057856			Mp3g16260		
OG0057857			Mp3g16120		
OG0057858			Mp3g16180		
OG0057859			Mp3g16060		
OG0057860			Mp3g16240		
OG0057861			Mp3g16460		
OG0057862			Mp3g15900		
OG0057863			Mp3g15830		
OG0057864			Mp3g15840		
OG0057865			Mp3g15960		
OG0057866			Mp3g15710		
OG0057867			Mp3g15670		
OG0057868			Mp3g15700		
OG0057869			Mp3g15590		
OG0057870			Mp3g12700		
OG0057871			Mp3g15660		
OG0057872			Mp3g15990		
OG0057873			Mp3g15560		
OG0057874			Mp3g15690		
OG0057875			Mp3g15570		
OG0057876			Mp3g15510		
OG0057877			Mp3g15390		
OG0057878			Mp3g15490		
OG0057879			Mp3g15480		
OG0057880			Mp3g15310		
OG0057881			Mp3g15840		
OG0057882			Mp3g15290		
OG0057883			Mp3g15220		
OG0057884			Mp3g15230		
OG0057885			Mp3g15200		
OG0057886			Mp3g15150		
OG0057887			Mp3g15280		
OG0057888			Mp3g15040		
OG0057889			Mp3g15340		
OG0057890			Mp3g15050		
OG0057891			Mp3g15310		
OG0057892			Mp3g15110		
OG0057893			Mp3g15100		
OG0057894			Mp3g14940		
OG0057895			Mp3g15250		
OG0057896			Mp3g14950		
OG0057897			Mp3g14910		
OG0057898			Mp3g14920		
OG0057899			Mp3g14750		
OG0057900			Mp3g14930		
OG0057901			Mp3g14710		
OG0057902			Mp3g14900		
OG0057903			Mp3g14830		
OG0057904			Mp3g14630		
OG0057905			Mp3g14610		
OG0057906			Mp3g14740		
OG0057907			Mp3g14530		
OG0057908			Mp3g14590		
OG0057909			Mp3g14470		
OG0057910			Mp3g14500		
OG0057911			Mp3g14480		
OG0057912			Mp3g14620		
OG0057913			Mp3g14540		
OG0057914			Mp3g14440		
OG0057915			Mp3g14510		
OG0057916			Mp3g14890		
OG0057917			Mp3g14340		
OG0057918			Mp3g14460		
OG0057919			Mp3g14400		
OG0057920			Mp3g14200		
OG0057921			Mp3g14240		
OG0057922			Mp3g14350		
OG0057923			Mp3g14250		
OG0057924			Mp3g14650		
OG0057925			Mp3g14290		
OG0057926			Mp3g14140		
OG0057927			Mp3g14010		
OG0057928			Mp3g14070		
OG0057929			Mp3g14030		
OG0057930			Mp3g14040		
OG0057931			Mp3g13970		
OG0057932			Mp3g13990		
OG0057933			Mp3g13950		
OG0057934			Mp3g13900		
OG0057935			Mp3g13910		
OG0057936			Mp3g13800		
OG0057937			Mp3g13840		
OG0057938			Mp3g13730		
OG0057939			Mp3g13770		
OG0057940			Mp3g13560		
OG0057941			Mp3g13660		
OG0057942			Mp3g13690		
OG0057943			Mp7g09840		
OG0057944			Mp7g09850		
OG0057945			Mp7g09820		
OG0057946			Mp7g09830		
OG0057947			Mp7g09950		
OG0057948			Mp7g09930		
OG0057949			Mp3g13680		
OG0057950			Mp7g10040		
OG0057951			Mp7g10090		
OG0057952			Mp7g10120		
OG0057953			Mp7g10070		
OG0057954			Mp7g10190		
OG0057955			Mp7g10180		
OG0057956			Mp7g10080		
OG0057957			Mp7g09920		
OG0057958			Mp7g10270		
OG0057959			Mp7g10280		
OG0057960			Mp7g10350		
OG0057961			Mp7g10410		
OG0057962			Mp7g10330		
OG0057963			Mp7g10360		
OG0057964			Mp7g09970		
OG0057965			Mp7g10470		
OG0057966			Mp7g10550		
OG0057967			Mp7g10300		
OG0057968			Mp7g10050		
OG0057969			Mp7g10420		
OG0057970			Mp7g10450		
OG0057971			Mp7g10650		
OG0057972			Mp7g10400		
OG0057973			Mp7g10670		
OG0057974			Mp7g10340		
OG0057975			Mp7g10760		
OG0057976			Mp7g10430		
OG0057977			Mp7g10200		
OG0057978			Mp7g10660		
OG0057979			Mp7g10780		
OG0057980			Mp7g10290		
OG0057981			Mp7g10510		
OG0057982			Mp7g10740		
OG0057983			Mp7g10910		
OG0057984			Mp7g11030		
OG0057985			Mp7g10990		
OG0057986			Mp7g11010		
OG0057987			Mp7g10960		
OG0057988			Mp7g11110		
OG0057989			Mp7g11120		
OG0057990			Mp7g10970		
OG0057991			Mp7g11250		
OG0057992			Mp7g11320		
OG0057993			Mp7g11350		
OG0057994			Mp7g11260		
OG0057995			Mp7g10980		
OG0057996			Mp7g11050		
OG0057997			Mp7g11360		
OG0057998			Mp7g11080		
OG0057999			Mp7g11410		
OG0058000			Mp7g11450		
OG0058001			Mp7g11170		
OG0058002			Mp7g11490		
OG0058003			Mp7g11650		
OG0058004			Mp7g11400		
OG0058005			Mp7g11600		
OG0058006			Mp7g11740		
OG0058007			Mp7g11680		
OG0058008			Mp7g11610		
OG0058009			Mp7g11770		
OG0058010			Mp7g11580		
OG0058011			Mp7g11300		
OG0058012			Mp7g11870		
OG0058013			Mp7g11510		
OG0058014			Mp7g11660		
OG0058015			Mp7g11780		
OG0058016			Mp7g11820		
OG0058017			Mp7g11390		
OG0058018			Mp7g11750		
OG0058019			Mp7g11640		
OG0058020			Mp7g11910		
OG0058021			Mp7g11860		
OG0058022			Mp7g12030		
OG0058023			Mp7g12000		
OG0058024			Mp7g12040		
OG0058025			Mp7g12140		
OG0058026			Mp7g11970		
OG0058027			Mp7g12250		
OG0058028			Mp7g12180		
OG0058029			Mp7g12370		
OG0058030			Mp7g12150		
OG0058031			Mp7g11960		
OG0058032			Mp7g12300		
OG0058033			Mp7g12240		
OG0058034			Mp7g12380		
OG0058035			Mp7g12290		
OG0058036			Mp7g12700		
OG0058037			Mp7g12630		
OG0058038			Mp7g12710		
OG0058039			Mp7g12780		
OG0058040			Mp7g12810		
OG0058041			Mp7g12830		
OG0058042			Mp7g12770		
OG0058043			Mp7g12940		
OG0058044			Mp7g12960		
OG0058045			Mp1g28630		
OG0058046			Mp1g28750		
OG0058047			Mp1g28550		
OG0058048			Mp1g28680		
OG0058049			Mp1g28490		
OG0058050			Mp1g28450		
OG0058051			Mp1g28430		
OG0058052			Mp1g28490		
OG0058053			Mp1g28360		
OG0058054			Mp1g28470		
OG0058055			Mp1g28480		
OG0058056			Mp1g28250		
OG0058057			Mp1g28180		
OG0058058			Mp1g28260		
OG0058059			Mp1g28230		
OG0058060			Mp1g28140		
OG0058061			Mp1g28160		
OG0058062			Mp1g28080		
OG0058063			Mp1g28190		
OG0058064			Mp1g28170		
OG0058065			Mp1g27990		
OG0058066			Mp1g28000		
OG0058067			Mp1g27930		
OG0058068			Mp1g27960		
OG0058069			Mp1g27980		
OG0058070			Mp1g27900		
OG0058071			Mp1g28200		
OG0058072			Mp1g28010		
OG0058073			Mp1g28020		
OG0058074			Mp1g28100		
OG0058075			Mp1g27920		
OG0058076			Mp1g27790		
OG0058077			Mp1g27730		
OG0058078			Mp1g27700		
OG0058079			Mp1g27950		
OG0058080			Mp1g27540		
OG0058081			Mp1g27680		
OG0058082			Mp1g27410		
OG0058083			Mp1g27430		
OG0058084			Mp1g27520		
OG0058085			Mp1g27650		
OG0058086			Mp1g27280		
OG0058087			Mp1g27320		
OG0058088			Mp1g27180		
OG0058089			Mp1g27460		
OG0058090			Mp1g27110		
OG0058091			Mp1g27140		
OG0058092			Mp1g27080		
OG0058093			Mp1g27120		
OG0058094			Mp1g27160		
OG0058095			Mp1g27030		
OG0058096			Mp1g27040		
OG0058097			Mp1g26920		
OG0058098			Mp1g26980		
OG0058099			Mp1g26890		
OG0058100			Mp1g27010		
OG0058101			Mp1g26910		
OG0058102			Mp1g27130		
OG0058103			Mp1g26680		
OG0058104			Mp1g26850		
OG0058105			Mp1g26650		
OG0058106			Mp1g26660		
OG0058107			Mp1g27020		
OG0058108			Mp1g26620		
OG0058109			Mp1g26430		
OG0058110			Mp1g26640		
OG0058111			Mp1g26670		
OG0058112			Mp1g26240		
OG0058113			Mp1g26050		
OG0058114			Mp1g26160		
OG0058115			Mp1g26340		
OG0058116			Mp1g26100		
OG0058117			Mp1g25960		
OG0058118			Mp1g26140		
OG0058119			Mp1g25870		
OG0058120			Mp1g25900		
OG0058121			Mp1g25970		
OG0058122			Mp1g25830		
OG0058123			Mp1g25500		
OG0058124			Mp1g25780		
OG0058125			Mp1g25750		
OG0058126			Mp1g25540		
OG0058127			Mp1g25550		
OG0058128			Mp1g25440		
OG0058129			Mp1g25430		
OG0058130			Mp1g16630		
OG0058131			Mp1g25470		
OG0058132			Mp1g25320		
OG0058133			Mp1g25410		
OG0058134			Mp1g16790		
OG0058135			Mp1g25370		
OG0058136			Mp1g16600		
OG0058137			Mp1g16950		
OG0058138			Mp1g17110		
OG0058139			Mp1g17160		
OG0058140			Mp1g16960		
OG0058141			Mp1g17200		
OG0058142			Mp1g17280		
OG0058143			Mp1g17350		
OG0058144			Mp1g17290		
OG0058145			Mp1g17100		
OG0058146			Mp1g17080		
OG0058147			Mp1g17190		
OG0058148			Mp1g17470		
OG0058149			Mp1g17480		
OG0058150			Mp1g17270		
OG0058151			Mp1g17570		
OG0058152			Mp1g17670		
OG0058153			Mp1g17460		
OG0058154			Mp1g17510		
OG0058155			Mp1g17580		
OG0058156			Mp1g17810		
OG0058157			Mp1g17680		
OG0058158			Mp1g17890		
OG0058159			Mp1g17780		
OG0058160			Mp1g17970		
OG0058161			Mp1g17840		
OG0058162			Mp1g17960		
OG0058163			Mp1g17980		
OG0058164			Mp1g17800		
OG0058165			Mp1g18050		
OG0058166			Mp1g18060		
OG0058167			Mp1g18070		
OG0058168			Mp1g17860		
OG0058169			Mp1g18140		
OG0058170			Mp1g18120		
OG0058171			Mp1g17950		
OG0058172			Mp1g18280		
OG0058173			Mp1g18340		
OG0058174			Mp1g18330		
OG0058175			Mp1g18550		
OG0058176			Mp1g18540		
OG0058177			Mp1g18350		
OG0058178			Mp1g18440		
OG0058179			Mp1g18490		
OG0058180			Mp1g18710		
OG0058181			Mp1g18630		
OG0058182			Mp1g18720		
OG0058183			Mp1g18850		
OG0058184			Mp1g18730		
OG0058185			Mp1g18690		
OG0058186			Mp1g18870		
OG0058187			Mp1g18820		
OG0058188			Mp1g18840		
OG0058189			Mp1g19090		
OG0058190			Mp1g19030		
OG0058191			Mp1g19060		
OG0058192			Mp1g19130		
OG0058193			Mp1g19140		
OG0058194			Mp1g19010		
OG0058195			Mp1g19160		
OG0058196			Mp1g19110		
OG0058197			Mp1g19300		
OG0058198			Mp1g19240		
OG0058199			Mp1g19270		
OG0058200			Mp1g19440		
OG0058201			Mp1g19500		
OG0058202			Mp1g19460		
OG0058203			Mp1g19510		
OG0058204			Mp1g19630		
OG0058205			Mp1g19690		
OG0058206			Mp1g19600		
OG0058207			Mp1g19700		
OG0058208			Mp1g19760		
OG0058209			Mp1g19810		
OG0058210			Mp1g19800		
OG0058211			Mp1g19920		
OG0058212			Mp1g20010		
OG0058213			Mp1g19980		
OG0058214			Mp1g19840		
OG0058215			Mp1g19950		
OG0058216			Mp1g20000		
OG0058217			Mp1g20030		
OG0058218			Mp1g20060		
OG0058219			Mp1g20050		
OG0058220			Mp1g19990		
OG0058221			Mp1g20150		
OG0058222			Mp1g20020		
OG0058223			Mp1g20190		
OG0058224			Mp1g20170		
OG0058225			Mp1g20100		
OG0058226			Mp1g20210		
OG0058227			Mp1g20290		
OG0058228			Mp1g20300		
OG0058229			Mp1g20260		
OG0058230			Mp1g20360		
OG0058231			Mp1g20350		
OG0058232			Mp1g20480		
OG0058233			Mp1g20370		
OG0058234			Mp1g20590		
OG0058235			Mp1g20550		
OG0058236			Mp1g20350		
OG0058237			Mp1g20430		
OG0058238			Mp1g20530		
OG0058239			Mp1g20570		
OG0058240			Mp1g20520		
OG0058241			Mp1g20820		
OG0058242			Mp1g20770		
OG0058243			Mp1g20830		
OG0058244			Mp1g21000		
OG0058245			Mp1g21140		
OG0058246			Mp1g21160		
OG0058247			Mp1g21250		
OG0058248			Mp1g21290		
OG0058249			Mp1g21320		
OG0058250			Mp1g21300		
OG0058251			Mp1g21350		
OG0058252			Mp1g21270		
OG0058253			Mp1g21420		
OG0058254			Mp1g21500		
OG0058255			Mp1g21540		
OG0058256			Mp1g21530		
OG0058257			Mp1g21610		
OG0058258			Mp1g21650		
OG0058259			Mp1g21710		
OG0058260			Mp1g21670		
OG0058261			Mp1g21740		
OG0058262			Mp1g21720		
OG0058263			Mp1g21780		
OG0058264			Mp1g21830		
OG0058265			Mp1g21850		
OG0058266			Mp1g21840		
OG0058267			Mp1g21870		
OG0058268			Mp1g21690		
OG0058269			Mp1g21990		
OG0058270			Mp1g22050		
OG0058271			Mp1g22150		
OG0058272			Mp1g22220		
OG0058273			Mp1g22230		
OG0058274			Mp1g22300		
OG0058275			Mp1g22330		
OG0058276			Mp1g22280		
OG0058277			Mp1g22320		
OG0058278			Mp1g22080		
OG0058280			MpUg00050		
OG0058281			Mp5g23710		
OG0058282			Mp2g02950		
OG0058283			Mp2g06590, Mp2g08110		
OG0058284			Mp2g14120, Mp2g14130		
OG0058285			Mp2g18230		
OG0058286			Mp3g18610		
OG0058287			Mp5g00280, Mp5g00290		
OG0058288			Mp5g04440, Mp5g04450		
OG0058289			Mp5g07250, Mp5g17830		
OG0058290			Mp5g10190, Mp6g12340		
OG0058291			Mp6g12780		
OG0058292			Mp7g05590		
OG0058293			Mp7g12860		
OG0058294			Mp7g17550		
OG0058295			Mp8g00400, Mp8g00430		
OG0058296			Mp8g02580, Mp8g02610		
OG0058297			Mp8g17770		
OG0058298			MpUg00080		
OG0058299			MpVg00785		
OG0058300				pm001125g0080	
OG0058307					Pp3s34_50
OG0058315				pm002168g0020	
OG0058345				pm012611g0020	
OG0058348				pm087387g0010	
OG0058354				pm028350g0010	
OG0058364				pm097183g0010	
OG0058367				pm008757g0010	
OG0058368				pm009153g0030	
OG0058374					Pp3s30_530
OG0058383				pm009439g0010	
OG0058386				pm133619g0010	
OG0058393				pm014499g0010	
OG0058394				pm007106g0030	
OG0058396					Pp3s42_140
OG0058404					Pp3s30_450
OG0058405				pm003518g0030	
OG0058407				pm000761g0020	
OG0058416				pm008891g0020	
OG0058417				pm003054g0030	
OG0058420					Pp3s34_504
OG0058421				pm001966g0050	
OG0058424					Pp3s196_40
OG0058425				pm011601g0050	
OG0058432					Pp3s96_90
OG0058437					Pp3s34_570
OG0058450					Pp3s34_148
OG0058458				pm018621g0010	
OG0058459				pm084532g0010	
OG0058471				pm001015g0100	
OG0058473				pm002054g0030	
OG0058486				pm015117g0030	
OG0058490				pm031784g0010	
OG0058493				pm002174g0020	
OG0058510				pm000768g0050	
OG0058512				pm048213g0010	
OG0058515				pm001329g0010	
OG0058518				pm012482g0030	
OG0058520					Pp3s70_30
OG0058522				pm009817g0020	
OG0058547				pm031019g0010	
OG0058558				pm015593g0010	
OG0058563				pm004058g0020	
OG0058568				pm006551g0070	
OG0058570				pm018549g0010	
OG0058577				pm005247g0020	
OG0058579				pm049231g0010	
OG0058580				pm012999g0070	
OG0058583				pm005217g0020	
OG0058584				pm015615g0010	
OG0058589				pm055389g0010	
OG0058600				pm007508g0010	
OG0058601				pm005126g0010	
OG0058605				pm000404g0010	
OG0058606				pm015186g0010	
OG0058607				pm260699g0010	
OG0058608				pm003117g0040	
OG0058611				pm203381g0010	
OG0058613				pm018320g0020	
OG0058614				pm004340g0050	
OG0058617				pm003794g0040	
OG0058621				pm026038g0010	
OG0058631				pm013778g0010	
OG0058637				pm031915g0010	
OG0058640				pm007110g0050	
OG0058657				pm001561g0080	
OG0058658				pm010783g0030	
OG0058662				pm001100g0050	
OG0058664				pm020831g0020	
OG0058665				pm001280g0030	
OG0058675				pm040397g0010	
OG0058683				pm039557g0010	
OG0058684				pm045328g0010	
OG0058685				pm036101g0010	
OG0058689				pm000573g0040	
OG0058695				pm077059g0010	
OG0058701				pm017392g0010	
OG0058710				pm001580g0040	
OG0058718				pm076551g0010	
OG0058719				pm006514g0040	
OG0058720				pm168912g0010	
OG0058721				pm022635g0010	
OG0058722				pm286899g0010	
OG0058724				pm012113g0030	
OG0058731				pm012728g0040	
OG0058750				pm021338g0010	
OG0058755				pm024859g0020	
OG0058757				pm003867g0010	
OG0058769				pm014790g0010	
OG0058772				pm009671g0010	
